#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
SGP,Singapore,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",107.5746,2014-2019
SGP,Singapore,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",84.79291,2014-2019
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),23.14727671,2014-2019
SGP,Singapore,97106,Fresh water withdrawals (% of total renewable water resources),83.22,2007-2017
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2015-2018
SGP,Singapore,101406,"Literacy rate, adult (% ages 15 and older)",97.34486,2008-2018
SGP,Singapore,111106,International inbound tourists (thousands),14673.0,2011-2018
SGP,Singapore,111306,Private capital flows (% of GDP),7.739756,2010-2019
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",71387.27614,2019
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",103421.3857,2019
SGP,Singapore,123806,Old-age pension recipients (% of statutory pension age population),48.9,2014-2019
SGP,Singapore,128106,Mandatory paid maternity leave (days),84.0,2019
SGP,Singapore,128306,"Prison population (per 100,000 people)",207.8,2013-2018
SGP,Singapore,133206,Exports and imports (% of GDP),319.1484,2010-2019
SGP,Singapore,136906,"Human Development Index (HDI), female",0.930803531,2019
SGP,Singapore,137006,"Human Development Index (HDI), male",0.944750642,2019
SGP,Singapore,137906,Gender Development Index (GDI),0.985237258,2019
SGP,Singapore,147206,International student mobility (% of total tertiary enrolment),10.5088,2010-2017
SGP,Singapore,149206,Government expenditure on education (% of GDP),2.85435,2013-2018
SGP,Singapore,164206,"Forest area, change (%)",-5.500707252,1990/2016
SGP,Singapore,164406,Adjusted net savings (% of GNI),34.70269,2015-2018
SGP,Singapore,167406,"Violence against women ever experienced, intimate partner (% of female population ages 15 and older)",6.1,2005-2019
SGP,Singapore,174306,Fossil fuel energy consumption (% of total energy consumption),90.57887,2013-2015
SGP,Singapore,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",22.55244,2009-2019
SGP,Singapore,177706,Survival rate to the last grade of lower secondary general education (%),98.98744,2008-2018
SGP,Singapore,178106,"Internet users, female (% of female population)",87.5644,2018
SGP,Singapore,178306,Gross capital formation (% of GDP),24.85911,2015-2019
SGP,Singapore,179406,Skilled labour force (% of labour force),84.0,2010-2019
SGP,Singapore,179706,Ratio of education and health expenditure to military expenditure,2.140047,2010-2017
SGP,Singapore,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",48.92187,2009-2019
SGP,Singapore,181106,Birth registration (% under age 5),100.0,2009-2019
SGP,Singapore,181206,Proportion of births attended by skilled health personnel (%),99.5,2014-2019
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2017
SGP,Singapore,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",34.26117,2009-2019
SGP,Singapore,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",65.73883,2009-2019
SGP,Singapore,186106,Income share held by richest 1%,14.02,2010-2019
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2017
SGP,Singapore,44206,Total population (millions),6.262465,2030
SGP,Singapore,47906,Median age (years),42.226,2020
SGP,Singapore,110806,"Net migration rate (per 1,000 people)",4.724,2020
SGP,Singapore,21806,Refugees by country of origin (thousands),0.042,2019
SGP,Singapore,23806,Population with at least some secondary education (% ages 25 and older),81.42356,2019
SGP,Singapore,23906,"Population with at least some secondary education, female (% ages 25 and older)",78.09105,2019
SGP,Singapore,24006,"Population with at least some secondary education, male (% ages 25 and older)",85.05447,2019
SGP,Singapore,24106,"Mean years of schooling, female (years)",11.17682,2019
SGP,Singapore,24206,"Mean years of schooling, male (years)",12.1125,2019
SGP,Singapore,31706,Share of seats in parliament (% held by women),23.0,2019
SGP,Singapore,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",3.53,2019
SGP,Singapore,43006,Vulnerable employment (% of total employment),9.666,2019
SGP,Singapore,44206,Total population (millions),5.804343,2019
SGP,Singapore,45106,Urban population (%),100.0,2019
SGP,Singapore,48706,"Labour force participation rate (% ages 15 and older), female",61.97,2019
SGP,Singapore,48806,"Labour force participation rate (% ages 15 and older), male",78.298,2019
SGP,Singapore,49006,Sex ratio at birth (male to female births),1.07,2019
SGP,Singapore,53506,"Foreign direct investment, net inflows (% of GDP)",28.346208,2019
SGP,Singapore,63106,Population ages 15–64 (millions),4.369246,2019
SGP,Singapore,64306,"Infants lacking immunization, measles (% of one-year-olds)",5.0,2019
SGP,Singapore,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2.0,2019
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),23.14727671,2019
SGP,Singapore,68606,Gender Inequality Index (GII),0.065,2019
SGP,Singapore,69206,Life expectancy at birth (years),83.62,2019
SGP,Singapore,69706,Expected years of schooling (years),16.44088,2019
SGP,Singapore,71406,Inequality-adjusted education index,0.751318519,2019
SGP,Singapore,71506,Inequality-adjusted life expectancy index,0.9543,2019
SGP,Singapore,71606,Inequality-adjusted income index,0.75,2019
SGP,Singapore,73506,Overall loss in HDI due to inequality (%),13.32622601,2019
SGP,Singapore,101606,Inequality in education (%),11.0,2019
SGP,Singapore,101706,Inequality in income (%),25.0,2019
SGP,Singapore,101806,Inequality in life expectancy (%),2.5,2019
SGP,Singapore,103006,Mean years of schooling (years),11.62461,2019
SGP,Singapore,103206,Life expectancy index,0.978769231,2019
SGP,Singapore,103606,Income index,1.0,2019
SGP,Singapore,103706,Education index,0.844178111,2019
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",9.287,2019
SGP,Singapore,111306,Private capital flows (% of GDP),7.739756,2019
SGP,Singapore,120606,"Life expectancy at birth, female (years)",85.728,2019
SGP,Singapore,121106,"Life expectancy at birth, male (years)",81.526,2019
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),16.382,2019
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),16.464,2019
SGP,Singapore,123306,"Expected years of schooling, female (years)",16.65767,2019
SGP,Singapore,123406,"Expected years of schooling, male (years)",16.28347,2019
SGP,Singapore,132706,Population ages 65 and older (millions),0.719331,2019
SGP,Singapore,132806,Population under age 5 (millions),0.24996,2019
SGP,Singapore,133206,Exports and imports (% of GDP),319.14838,2019
SGP,Singapore,135006,Coefficient of human inequality,12.83333333,2019
SGP,Singapore,137506,Human Development Index (HDI),0.938,2019
SGP,Singapore,138806,Inequality-adjusted HDI (IHDI),0.813,2019
SGP,Singapore,140606,"Unemployment, total (% of labour force)",4.109,2019
SGP,Singapore,146206,HDI rank,11.0,2019
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),4.485,2019
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),70.538,2019
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),67.64,2019
SGP,Singapore,150606,Employment in agriculture (% of total employment),0.726,2019
SGP,Singapore,150706,Employment in services (% of total employment),83.802,2019
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.066,2019
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.088844018,2019
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),1.878642953,2019
SGP,Singapore,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",41.8314862,2019
SGP,Singapore,178306,Gross capital formation (% of GDP),24.859107,2019
SGP,Singapore,181606,Red List Index (value),0.85251,2019
SGP,Singapore,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",555.193783,2019
SGP,Singapore,194906,GDP per capita (2017 PPP $),97341.46865,2019
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),88155.21431,2019
SGP,Singapore,23806,Population with at least some secondary education (% ages 25 and older),81.42356,2018
SGP,Singapore,23906,"Population with at least some secondary education, female (% ages 25 and older)",78.09105,2018
SGP,Singapore,24006,"Population with at least some secondary education, male (% ages 25 and older)",85.05447,2018
SGP,Singapore,24106,"Mean years of schooling, female (years)",11.0596,2018
SGP,Singapore,24206,"Mean years of schooling, male (years)",11.9718,2018
SGP,Singapore,31706,Share of seats in parliament (% held by women),23.0,2018
SGP,Singapore,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",3.62475,2018
SGP,Singapore,43006,Vulnerable employment (% of total employment),9.671,2018
SGP,Singapore,43606,"Internet users, total (% of population)",88.1656,2018
SGP,Singapore,44206,Total population (millions),5.757503,2018
SGP,Singapore,45106,Urban population (%),100.0,2018
SGP,Singapore,46006,Mobile phone subscriptions (per 100 people),145.707,2018
SGP,Singapore,48706,"Labour force participation rate (% ages 15 and older), female",62.074,2018
SGP,Singapore,48806,"Labour force participation rate (% ages 15 and older), male",78.382,2018
SGP,Singapore,53506,"Foreign direct investment, net inflows (% of GDP)",24.392149,2018
SGP,Singapore,57206,"Mortality rate, infant (per 1,000 live births)",2.255966,2018
SGP,Singapore,57506,"Mortality rate, under-five (per 1,000 live births)",2.808721,2018
SGP,Singapore,57806,"Mortality rate, female adult (per 1,000 people)",34.939,2018
SGP,Singapore,57906,"Mortality rate, male adult (per 1,000 people)",59.839,2018
SGP,Singapore,58006,"HIV prevalence, adult (% ages 15-49)",0.2,2018
SGP,Singapore,61006,"Homicide rate (per 100,000 people)",0.156317765,2018
SGP,Singapore,63106,Population ages 15–64 (millions),4.390573,2018
SGP,Singapore,64306,"Infants lacking immunization, measles (% of one-year-olds)",5.0,2018
SGP,Singapore,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2.0,2018
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),23.11553626,2018
SGP,Singapore,68606,Gender Inequality Index (GII),0.066,2018
SGP,Singapore,69206,Life expectancy at birth (years),83.458,2018
SGP,Singapore,69706,Expected years of schooling (years),16.32817,2018
SGP,Singapore,71406,Inequality-adjusted education index,0.748544444,2018
SGP,Singapore,71506,Inequality-adjusted life expectancy index,0.951599571,2018
SGP,Singapore,71606,Inequality-adjusted income index,0.75,2018
SGP,Singapore,73506,Overall loss in HDI due to inequality (%),13.35470085,2018
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2018
SGP,Singapore,101406,"Literacy rate, adult (% ages 15 and older)",97.34486,2018
SGP,Singapore,101606,Inequality in education (%),10.99852963,2018
SGP,Singapore,101706,Inequality in income (%),25.0,2018
SGP,Singapore,101806,Inequality in life expectancy (%),2.5277,2018
SGP,Singapore,103006,Mean years of schooling (years),11.62461,2018
SGP,Singapore,103206,Life expectancy index,0.976276923,2018
SGP,Singapore,103606,Income index,1.0,2018
SGP,Singapore,103706,Education index,0.841047278,2018
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",9.044,2018
SGP,Singapore,111106,International inbound tourists (thousands),14673.0,2018
SGP,Singapore,111306,Private capital flows (% of GDP),-6.852893,2018
SGP,Singapore,120606,"Life expectancy at birth, female (years)",85.578,2018
SGP,Singapore,121106,"Life expectancy at birth, male (years)",81.341,2018
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),16.101,2018
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),15.032,2018
SGP,Singapore,123306,"Expected years of schooling, female (years)",16.5298,2018
SGP,Singapore,123406,"Expected years of schooling, male (years)",16.1266,2018
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",71255.14424,2018
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",103435.8954,2018
SGP,Singapore,128306,"Prison population (per 100,000 people)",207.8,2018
SGP,Singapore,132706,Population ages 65 and older (millions),0.660004,2018
SGP,Singapore,132806,Population under age 5 (millions),0.236096,2018
SGP,Singapore,133206,Exports and imports (% of GDP),326.93883,2018
SGP,Singapore,135006,Coefficient of human inequality,12.84207654,2018
SGP,Singapore,136906,"Human Development Index (HDI), female",0.927202834,2018
SGP,Singapore,137006,"Human Development Index (HDI), male",0.940503003,2018
SGP,Singapore,137506,Human Development Index (HDI),0.936,2018
SGP,Singapore,137906,Gender Development Index (GDI),0.985858451,2018
SGP,Singapore,138806,Inequality-adjusted HDI (IHDI),0.811,2018
SGP,Singapore,140606,"Unemployment, total (% of labour force)",4.019,2018
SGP,Singapore,146206,HDI rank,12.0,2018
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),4.37,2018
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),70.634,2018
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),67.795,2018
SGP,Singapore,150606,Employment in agriculture (% of total employment),0.736,2018
SGP,Singapore,150706,Employment in services (% of total employment),83.451,2018
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.067,2018
SGP,Singapore,164406,Adjusted net savings (% of GNI),34.702685,2018
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.105481943,2018
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),1.909569526,2018
SGP,Singapore,170006,Concentration index (exports) (value),0.238656544,2018
SGP,Singapore,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",41.81758054,2018
SGP,Singapore,176806,Programme for International Student Assessment (PISA) score in science,550.9369001,2018
SGP,Singapore,176906,Programme for International Student Assessment (PISA) score in reading,549.4647078,2018
SGP,Singapore,177006,Programme for International Student Assessment (PISA) score in mathematics,569.0077799,2018
SGP,Singapore,178306,Gross capital formation (% of GDP),25.490907,2018
SGP,Singapore,179406,Skilled labour force (% of labour force),84.0,2018
SGP,Singapore,181206,Proportion of births attended by skilled health personnel (%),99.5,2018
SGP,Singapore,181706,Rural population with access to electricity (%),100.0,2018
SGP,Singapore,182206,"Tuberculosis incidence (per 100,000 people)",47.0,2018
SGP,Singapore,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",551.1521297,2018
SGP,Singapore,194906,GDP per capita (2017 PPP $),97744.95461,2018
SGP,Singapore,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",7.097109353,2018
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),88099.15263,2018
SGP,Singapore,23806,Population with at least some secondary education (% ages 25 and older),80.00773,2017
SGP,Singapore,23906,"Population with at least some secondary education, female (% ages 25 and older)",76.82968,2017
SGP,Singapore,24006,"Population with at least some secondary education, male (% ages 25 and older)",83.46289,2017
SGP,Singapore,24106,"Mean years of schooling, female (years)",11.0596,2017
SGP,Singapore,24206,"Mean years of schooling, male (years)",11.9718,2017
SGP,Singapore,31706,Share of seats in parliament (% held by women),23.0,2017
SGP,Singapore,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",3.7195,2017
SGP,Singapore,43006,Vulnerable employment (% of total employment),9.796,2017
SGP,Singapore,43606,"Internet users, total (% of population)",84.4495,2017
SGP,Singapore,44206,Total population (millions),5.708042,2017
SGP,Singapore,45106,Urban population (%),100.0,2017
SGP,Singapore,45806,Primary school teachers trained to teach (%),98.99806,2017
SGP,Singapore,46006,Mobile phone subscriptions (per 100 people),146.844,2017
SGP,Singapore,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",14.69428,2017
SGP,Singapore,48706,"Labour force participation rate (% ages 15 and older), female",62.136,2017
SGP,Singapore,48806,"Labour force participation rate (% ages 15 and older), male",78.981,2017
SGP,Singapore,52306,Research and development expenditure (% of GDP),1.94431,2017
SGP,Singapore,53506,"Foreign direct investment, net inflows (% of GDP)",28.598122,2017
SGP,Singapore,57206,"Mortality rate, infant (per 1,000 live births)",2.232353,2017
SGP,Singapore,57506,"Mortality rate, under-five (per 1,000 live births)",2.785069,2017
SGP,Singapore,57806,"Mortality rate, female adult (per 1,000 people)",35.431,2017
SGP,Singapore,57906,"Mortality rate, male adult (per 1,000 people)",60.766,2017
SGP,Singapore,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2017
SGP,Singapore,61006,"Homicide rate (per 100,000 people)",0.192710565,2017
SGP,Singapore,63106,Population ages 15–64 (millions),4.407044,2017
SGP,Singapore,63206,"Gross enrolment ratio, primary (% of primary school-age population)",100.62695,2017
SGP,Singapore,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",107.5746,2017
SGP,Singapore,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",84.79291,2017
SGP,Singapore,64306,"Infants lacking immunization, measles (% of one-year-olds)",5.0,2017
SGP,Singapore,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2.0,2017
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),25.43126777,2017
SGP,Singapore,68606,Gender Inequality Index (GII),0.067,2017
SGP,Singapore,69206,Life expectancy at birth (years),83.279,2017
SGP,Singapore,69706,Expected years of schooling (years),16.32817,2017
SGP,Singapore,71406,Inequality-adjusted education index,0.765142545,2017
SGP,Singapore,71506,Inequality-adjusted life expectancy index,0.948211477,2017
SGP,Singapore,71606,Inequality-adjusted income index,0.75,2017
SGP,Singapore,73506,Overall loss in HDI due to inequality (%),12.54019293,2017
SGP,Singapore,89006,"Maternal mortality ratio (deaths per 100,000 live births)",8.0,2017
SGP,Singapore,97106,Fresh water withdrawals (% of total renewable water resources),83.22,2017
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2017
SGP,Singapore,101406,"Literacy rate, adult (% ages 15 and older)",97.20225,2017
SGP,Singapore,101606,Inequality in education (%),8.2,2017
SGP,Singapore,101706,Inequality in income (%),25.0,2017
SGP,Singapore,101806,Inequality in life expectancy (%),2.6,2017
SGP,Singapore,103006,Mean years of schooling (years),11.39785,2017
SGP,Singapore,103206,Life expectancy index,0.973523077,2017
SGP,Singapore,103606,Income index,1.0,2017
SGP,Singapore,103706,Education index,0.833488611,2017
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",9.348,2017
SGP,Singapore,111106,International inbound tourists (thousands),13903.0,2017
SGP,Singapore,111306,Private capital flows (% of GDP),-5.22869,2017
SGP,Singapore,120606,"Life expectancy at birth, female (years)",85.411,2017
SGP,Singapore,121106,"Life expectancy at birth, male (years)",81.141,2017
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),15.818,2017
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),13.703,2017
SGP,Singapore,123306,"Expected years of schooling, female (years)",16.4,2017
SGP,Singapore,123406,"Expected years of schooling, male (years)",16.0,2017
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",72244.46205,2017
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",101842.9527,2017
SGP,Singapore,128306,"Prison population (per 100,000 people)",209.0,2017
SGP,Singapore,132706,Population ages 65 and older (millions),0.603905,2017
SGP,Singapore,132806,Population under age 5 (millions),0.221403,2017
SGP,Singapore,133206,Exports and imports (% of GDP),316.01257,2017
SGP,Singapore,135006,Coefficient of human inequality,11.93333333,2017
SGP,Singapore,136906,"Human Development Index (HDI), female",0.925683728,2017
SGP,Singapore,137006,"Human Development Index (HDI), male",0.938217807,2017
SGP,Singapore,137506,Human Development Index (HDI),0.933,2017
SGP,Singapore,137906,Gender Development Index (GDI),0.986640545,2017
SGP,Singapore,138806,Inequality-adjusted HDI (IHDI),0.816,2017
SGP,Singapore,140606,"Unemployment, total (% of labour force)",4.2,2017
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),4.29,2017
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),70.98,2017
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),67.999,2017
SGP,Singapore,150606,Employment in agriculture (% of total employment),0.76,2017
SGP,Singapore,150706,Employment in services (% of total employment),82.943,2017
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.068,2017
SGP,Singapore,164406,Adjusted net savings (% of GNI),36.178789,2017
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.100198413,2017
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),1.90659748,2017
SGP,Singapore,170006,Concentration index (exports) (value),0.23952183,2017
SGP,Singapore,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",41.64892546,2017
SGP,Singapore,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),96.31292725,2017
SGP,Singapore,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",22.55244,2017
SGP,Singapore,178306,Gross capital formation (% of GDP),27.354018,2017
SGP,Singapore,179406,Skilled labour force (% of labour force),82.31,2017
SGP,Singapore,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",48.92187,2017
SGP,Singapore,181206,Proportion of births attended by skilled health personnel (%),99.5,2017
SGP,Singapore,181706,Rural population with access to electricity (%),100.0,2017
SGP,Singapore,181806,Current health expenditure (% of GDP),4.440383,2017
SGP,Singapore,182206,"Tuberculosis incidence (per 100,000 people)",47.0,2017
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2017
SGP,Singapore,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",34.26117,2017
SGP,Singapore,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",65.73883,2017
SGP,Singapore,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",49.20000076,2017
SGP,Singapore,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.10079,2017
SGP,Singapore,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",532.8327481,2017
SGP,Singapore,194906,GDP per capita (2017 PPP $),94940.97079,2017
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2017
SGP,Singapore,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",7.108656017,2017
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),87735.75629,2017
SGP,Singapore,195906,"Domestic material consumption per capita, (tonnes)",32.62553,2017
SGP,Singapore,23806,Population with at least some secondary education (% ages 25 and older),79.60725,2016
SGP,Singapore,23906,"Population with at least some secondary education, female (% ages 25 and older)",76.26806,2016
SGP,Singapore,24006,"Population with at least some secondary education, male (% ages 25 and older)",83.26215,2016
SGP,Singapore,24106,"Mean years of schooling, female (years)",11.0303,2016
SGP,Singapore,24206,"Mean years of schooling, male (years)",12.0604,2016
SGP,Singapore,31706,Share of seats in parliament (% held by women),23.76237624,2016
SGP,Singapore,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",3.81425,2016
SGP,Singapore,43006,Vulnerable employment (% of total employment),8.807,2016
SGP,Singapore,43606,"Internet users, total (% of population)",84.4523,2016
SGP,Singapore,44206,Total population (millions),5.653625,2016
SGP,Singapore,45106,Urban population (%),100.0,2016
SGP,Singapore,45806,Primary school teachers trained to teach (%),98.99581,2016
SGP,Singapore,46006,Mobile phone subscriptions (per 100 people),149.651,2016
SGP,Singapore,46106,Primary school dropout rate (% of primary school cohort),0.85961,2016
SGP,Singapore,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",15.0593,2016
SGP,Singapore,48706,"Labour force participation rate (% ages 15 and older), female",62.514,2016
SGP,Singapore,48806,"Labour force participation rate (% ages 15 and older), male",78.847,2016
SGP,Singapore,52306,Research and development expenditure (% of GDP),2.0801,2016
SGP,Singapore,53506,"Foreign direct investment, net inflows (% of GDP)",22.19384,2016
SGP,Singapore,57206,"Mortality rate, infant (per 1,000 live births)",2.196294,2016
SGP,Singapore,57506,"Mortality rate, under-five (per 1,000 live births)",2.74695,2016
SGP,Singapore,57806,"Mortality rate, female adult (per 1,000 people)",36.492,2016
SGP,Singapore,57906,"Mortality rate, male adult (per 1,000 people)",62.568,2016
SGP,Singapore,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2016
SGP,Singapore,61006,"Homicide rate (per 100,000 people)",0.318379801,2016
SGP,Singapore,63106,Population ages 15–64 (millions),4.40657,2016
SGP,Singapore,63206,"Gross enrolment ratio, primary (% of primary school-age population)",100.77321,2016
SGP,Singapore,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",107.85901,2016
SGP,Singapore,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",83.94098,2016
SGP,Singapore,64306,"Infants lacking immunization, measles (% of one-year-olds)",5.0,2016
SGP,Singapore,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2.0,2016
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),26.30709044,2016
SGP,Singapore,68606,Gender Inequality Index (GII),0.066,2016
SGP,Singapore,69206,Life expectancy at birth (years),83.083,2016
SGP,Singapore,69706,Expected years of schooling (years),16.32817,2016
SGP,Singapore,71406,Inequality-adjusted education index,0.767697837,2016
SGP,Singapore,71506,Inequality-adjusted life expectancy index,0.94502119,2016
SGP,Singapore,89006,"Maternal mortality ratio (deaths per 100,000 live births)",8.0,2016
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2016
SGP,Singapore,100806,Forest area (% of total land area),23.06064884,2016
SGP,Singapore,101406,"Literacy rate, adult (% ages 15 and older)",97.04959,2016
SGP,Singapore,101606,Inequality in education (%),8.8,2016
SGP,Singapore,101806,Inequality in life expectancy (%),2.6261,2016
SGP,Singapore,103006,Mean years of schooling (years),11.64641,2016
SGP,Singapore,103206,Life expectancy index,0.970507692,2016
SGP,Singapore,103606,Income index,1.0,2016
SGP,Singapore,103706,Education index,0.841773944,2016
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",9.123,2016
SGP,Singapore,111106,International inbound tourists (thousands),12913.0,2016
SGP,Singapore,111306,Private capital flows (% of GDP),-4.723772,2016
SGP,Singapore,112506,"Suicide rate, male (per 100,000 people, age-standardized)",11.1,2016
SGP,Singapore,112606,"Suicide rate, female (per 100,000 people, age-standardized)",4.9,2016
SGP,Singapore,120606,"Life expectancy at birth, female (years)",85.23,2016
SGP,Singapore,121106,"Life expectancy at birth, male (years)",80.926,2016
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),15.767,2016
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),12.533,2016
SGP,Singapore,123306,"Expected years of schooling, female (years)",16.4,2016
SGP,Singapore,123406,"Expected years of schooling, male (years)",16.0,2016
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",70189.92807,2016
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",99391.59955,2016
SGP,Singapore,128306,"Prison population (per 100,000 people)",220.3,2016
SGP,Singapore,132706,Population ages 65 and older (millions),0.552275,2016
SGP,Singapore,132806,Population under age 5 (millions),0.213284,2016
SGP,Singapore,133206,Exports and imports (% of GDP),303.94986,2016
SGP,Singapore,136906,"Human Development Index (HDI), female",0.92307716,2016
SGP,Singapore,137006,"Human Development Index (HDI), male",0.938252554,2016
SGP,Singapore,137506,Human Development Index (HDI),0.935,2016
SGP,Singapore,137906,Gender Development Index (GDI),0.983825896,2016
SGP,Singapore,140606,"Unemployment, total (% of labour force)",4.08,2016
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),3.95,2016
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),71.089,2016
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),68.189,2016
SGP,Singapore,150606,Employment in agriculture (% of total employment),0.784,2016
SGP,Singapore,150706,Employment in services (% of total employment),82.328,2016
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.07,2016
SGP,Singapore,164406,Adjusted net savings (% of GNI),34.692701,2016
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.185106945,2016
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),1.990283655,2016
SGP,Singapore,170006,Concentration index (exports) (value),0.22911649,2016
SGP,Singapore,174506,"Mortality rate attributed to household and ambient air pollution (per 100,000 population, age-standardized)",26.0,2016
SGP,Singapore,174606,"Mortality rate attributed to unsafe water, sanitation and hygiene services (per 100,000 population)",0.1,2016
